,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Falling Down - Bonus Track","Lil Peep",31838,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
2,öölaps!,Nublu,30486,https://open.spotify.com/track/70qZhu8T6VHpeugYFZCnVk
3,"Promises (with Sam Smith)","Calvin Harris",26426,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
4,"I Love It (& Lil Pump)","Kanye West",25863,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
5,"Mina Ka",Nublu,22975,https://open.spotify.com/track/4WTIwGBQobHLNo320RhOWW
6,"In My Mind",Dynoro,22875,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
7,Happier,Marshmello,19683,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8,"Eastside (with Halsey & Khalid)","benny blanco",18625,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
9,"Be Alright","Dean Lewis",16691,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
10,"2 Quick Start",Nublu,15344,https://open.spotify.com/track/60mPI11SKSZFlLKzt3KXv5
11,Better,Khalid,14806,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
12,"Lucky You (feat. Joyner Lucas)",Eminem,14802,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
13,REMEDY,Alesso,14061,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
14,"Lucid Dreams","Juice WRLD",13678,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
15,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",13141,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
16,"Electricity (with Dua Lipa)","Silk City",12914,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
17,Natural,"Imagine Dragons",12210,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
18,SAD!,XXXTENTACION,12030,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
19,Thunderclouds,Sia,11889,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
20,"Better Now","Post Malone",11844,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
21,Nevermind,"Dennis Lloyd",11742,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
22,"Body (feat. brando)","Loud Luxury",11529,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
23,"I Got Love","MiyaGi & Endspiel",11447,https://open.spotify.com/track/5rwsJbBNa8SfPW4oFA1GjP
24,Moonlight,XXXTENTACION,11414,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
25,"In My Feelings",Drake,11148,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
26,breathin,"Ariana Grande",10631,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
27,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",10432,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
28,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",10420,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
29,"Wake Up in the Sky","Gucci Mane",10267,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
30,"Beautiful (feat. Camila Cabello)",Bazzi,10227,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
31,"Let You Love Me","Rita Ora",10222,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
32,"SICKO MODE","Travis Scott",9963,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
33,"Rulli Rulli Rulli - Nublu Remix",Öed,9879,https://open.spotify.com/track/5qdzvhnYpGt6rogTlOcJe3
34,Youngblood,"5 Seconds of Summer",9793,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
35,Killshot,Eminem,9439,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
36,"Jocelyn Flores",XXXTENTACION,9388,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
37,"High On Life (feat. Bonn)","Martin Garrix",9109,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
38,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",8921,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
