,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shallow,"Lady Gaga",33688,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
2,öölaps!,Nublu,27715,https://open.spotify.com/track/70qZhu8T6VHpeugYFZCnVk
3,"Keeruta (feat. Nublu)",Lenna,26099,https://open.spotify.com/track/0t6ICmpxvI1hYiYENlx3Y3
4,"Falling Down - Bonus Track","Lil Peep",22931,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
5,"Promises (with Sam Smith)","Calvin Harris",22811,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
6,"Mina Ka",Nublu,21990,https://open.spotify.com/track/4WTIwGBQobHLNo320RhOWW
7,"In My Mind",Dynoro,19030,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
8,"I Love It (& Lil Pump)","Kanye West",18266,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
9,Happier,Marshmello,17522,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,"Eastside (with Halsey & Khalid)","benny blanco",16914,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
11,"Be Alright","Dean Lewis",16673,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
12,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",15962,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
13,"Let You Love Me","Rita Ora",15605,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
14,"2 Quick Start",Nublu,14577,https://open.spotify.com/track/60mPI11SKSZFlLKzt3KXv5
15,Better,Khalid,14284,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
16,"MIA (feat. Drake)","Bad Bunny",14244,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
17,"Lucid Dreams","Juice WRLD",13801,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
18,"Without Me",Halsey,13221,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
19,REMEDY,Alesso,13179,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
20,"Sweet but Psycho","Ava Max",12944,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
