,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Love It (& Lil Pump)","Kanye West",1403189,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2,"Be Alright","Dean Lewis",1266576,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
3,"In My Mind",Dynoro,1114233,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
4,"Lucky You (feat. Joyner Lucas)",Eminem,960388,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
5,Happier,Marshmello,955668,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
6,"Promises (with Sam Smith)","Calvin Harris",945625,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
7,"Sweet but Psycho","Ava Max",869737,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
8,"Auf wiedersehen",Hov1,859542,https://open.spotify.com/track/0VchObTqyNU0oWVBjLTSVh
9,Gäller,Z.E,794947,https://open.spotify.com/track/1U9TNHyH61eVXxR5BXls2v
10,"Eastside (with Halsey & Khalid)","benny blanco",741963,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
11,"Lucid Dreams","Juice WRLD",707002,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
12,"High With Somebody","Sandro Cavazza",664456,https://open.spotify.com/track/6IhosQhN1ayHO4XP72XFXy
13,Better,Khalid,615255,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
14,"Love Someone","Lukas Graham",594196,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
15,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",592868,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
16,"In My Feelings",Drake,587212,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
17,"Still - Recorded at Spotify Studios Stockholm",Hov1,586347,https://open.spotify.com/track/5CjIVxNTlIA1OuIAk7juR1
18,"Taste (feat. Offset)",Tyga,576521,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
19,"Mer för varandra","Norlie & KKV",549964,https://open.spotify.com/track/5GC6b6Ukc7PfwG8VfYO3ar
20,Darkside,"Alan Walker",536757,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
21,REMEDY,Alesso,515222,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
22,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,511919,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
23,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",511547,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
24,"Solo (feat. Demi Lovato)","Clean Bandit",505690,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
25,"Girls Like You (feat. Cardi B)","Maroon 5",474329,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
26,Bandolero,"Ricky Rich",463330,https://open.spotify.com/track/7ql5IcHI1062z5gZaJrNG8
27,"Born To Be Yours",Kygo,461847,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
28,"Hon dansar vidare i livet",Hov1,455621,https://open.spotify.com/track/1aEU7mcRDTYBB4ASpqbjYE
29,"Say My Name","David Guetta",451051,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
30,"Without You (feat. Sandro Cavazza)",Avicii,442420,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
31,Positiv,Z.E,440472,https://open.spotify.com/track/1KrOTm6E95kLrOsbwutlFe
32,"High On Life (feat. Bonn)","Martin Garrix",432824,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
33,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",432447,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
34,SAD!,XXXTENTACION,430575,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
