,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Sweet but Psycho","Ava Max",1364955,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
2,"Be Alright","Dean Lewis",1202543,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
3,"Falling Down - Bonus Track","Lil Peep",1131960,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
4,"I Love It (& Lil Pump)","Kanye West",1063813,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
5,Happier,Marshmello,943303,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
6,"In My Mind",Dynoro,925919,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
7,Behave,"Benjamin Ingrosso",820365,https://open.spotify.com/track/6FbT10v1L4LE8f6YReBTVH
8,"Promises (with Sam Smith)","Calvin Harris",811399,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
9,"Auf wiedersehen",Hov1,700961,https://open.spotify.com/track/0VchObTqyNU0oWVBjLTSVh
10,"Lucky You (feat. Joyner Lucas)",Eminem,677434,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
11,"Lucid Dreams","Juice WRLD",664157,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
12,"Eastside (with Halsey & Khalid)","benny blanco",636540,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
13,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",627644,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
14,"Kär i din kärlek - Recorded at Spotify Studios Stockholm","Molly Sandén",624643,https://open.spotify.com/track/5an6BWQDhw4FnjZhdyOFuL
15,"Love Someone","Lukas Graham",604496,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
16,Better,Khalid,599145,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
17,Gäller,Z.E,593811,https://open.spotify.com/track/1U9TNHyH61eVXxR5BXls2v
18,"High With Somebody","Sandro Cavazza",588343,https://open.spotify.com/track/6IhosQhN1ayHO4XP72XFXy
19,"Diamond Heart","Alan Walker",549925,https://open.spotify.com/track/4J4zx8xGJpuGndrVc06KaT
20,"Kevin Gates",Yasin,520038,https://open.spotify.com/track/61y2if48ZwPk4V2z2CqRVs
21,"Om du lämnar mig nu","Norlie & KKV",507772,https://open.spotify.com/track/0L1dQD7v94waLO2azsFvbw
22,"I'll Be Fine Somehow","Benjamin Ingrosso",490187,https://open.spotify.com/track/5D1bAJqFnGauixWQS2TbYF
23,"Taste (feat. Offset)",Tyga,488639,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
24,Darkside,"Alan Walker",469498,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
25,"So Good so Fine When You're Messing with My Mind","Benjamin Ingrosso",452823,https://open.spotify.com/track/0MTItWyI0Zwujz0uJ2QP9i
26,"In My Feelings",Drake,450035,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
27,"I Wouldn't Know","Benjamin Ingrosso",449929,https://open.spotify.com/track/5b3kZVWSD08YzGHxpKJH6i
28,REMEDY,Alesso,446864,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
29,Youngblood,"5 Seconds of Summer",443079,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
30,"Mer för varandra","Norlie & KKV",440974,https://open.spotify.com/track/5GC6b6Ukc7PfwG8VfYO3ar
31,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",438454,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
32,"Solo (feat. Demi Lovato)","Clean Bandit",438317,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
33,"Still - Recorded at Spotify Studios Stockholm",Hov1,433624,https://open.spotify.com/track/5CjIVxNTlIA1OuIAk7juR1
34,"Without You (feat. Sandro Cavazza)",Avicii,409961,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
35,"High On Life (feat. Bonn)","Martin Garrix",409660,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
36,SAD!,XXXTENTACION,406144,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
37,"Born To Be Yours",Kygo,394468,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
38,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",392094,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
39,"Hon dansar vidare i livet",Hov1,386084,https://open.spotify.com/track/1aEU7mcRDTYBB4ASpqbjYE
40,"Girls Like You (feat. Cardi B)","Maroon 5",383225,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
41,"Honey - Single Edit",Robyn,379639,https://open.spotify.com/track/1N0rYVSziD8aPL1NRgsWz2
42,Positiv,Z.E,378758,https://open.spotify.com/track/1KrOTm6E95kLrOsbwutlFe
43,Sand,"Molly Sandén",371390,https://open.spotify.com/track/7CYKovD8hNKg0w902IASMi
44,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",368781,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
45,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,362239,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
46,Bandolero,"Ricky Rich",354980,https://open.spotify.com/track/7ql5IcHI1062z5gZaJrNG8
47,Killshot,Eminem,352468,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
48,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",351273,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
49,"Aqua Aura",Fricky,346522,https://open.spotify.com/track/468ooECb1oRgt4gGfLeAoH
50,"Dancing In The Moonlight (feat. NEIMY)",Jubël,345590,https://open.spotify.com/track/4Vs8RLrUdDXeaZbNeIOrtn
51,"Better Now","Post Malone",305296,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
52,Spotlights,"Benjamin Ingrosso",300214,https://open.spotify.com/track/4lXdeODq3KPOfYzpjGuIsp
53,"Say Love","James TW",293336,https://open.spotify.com/track/1csB4kgdyglOQdH0EyFIqy
54,2002,Anne-Marie,291413,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
55,LOVISA,"FELIX SANDMAN",287253,https://open.spotify.com/track/5nvcuQM5GFY4tmaZPVMHWM
56,"Förbjuden frukt","Nineb Youk",284103,https://open.spotify.com/track/1pzj4OmBLXAnolQYJckzAK
57,"Min Diamant","Ricky Rich",283081,https://open.spotify.com/track/5v3gBxtmgWSlTXGyytzphF
58,Roads,"Vargas & Lagola",282162,https://open.spotify.com/track/7HdHOGbA7uyepn1jbPKqOx
59,"Say My Name","David Guetta",275479,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
60,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,275065,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
61,"Dom vet de vi",K27,265222,https://open.spotify.com/track/3Z8aeHLWgXEeKKragzSJRf
62,Shallow,"Lady Gaga",262469,https://open.spotify.com/track/5lK18Pt33xNudq4qYDxIm8
63,Moonlight,XXXTENTACION,258627,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
64,"Ignite (feat. SEUNGRI)",K-391,256109,https://open.spotify.com/track/0UMLejbZXf7YVgnfxURvVr
65,"Jocelyn Flores",XXXTENTACION,255544,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
66,"Let You Love Me","Rita Ora",252019,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
67,"Be Your Friend‬‬",Vigiland,249734,https://open.spotify.com/track/2mSIu1ZPo22Ihx3EwS4E6h
68,Rise,"Jonas Blue",248786,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
69,"Electricity (with Dua Lipa)","Silk City",248281,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
70,"Remind Me to Forget",Kygo,248032,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
71,"Blah Blah Blah","Armin van Buuren",246874,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
72,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",243008,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
73,"Wake Me Up",Avicii,240786,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
74,"SICKO MODE","Travis Scott",239526,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
75,"Don't Cry (feat. XXXTENTACION)","Lil Wayne",236833,https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne
76,"All For Love",Raaban,229524,https://open.spotify.com/track/5VGBgPVFO3e0lWz4WHYntQ
77,"rockstar (feat. 21 Savage)","Post Malone",229171,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
78,changes,XXXTENTACION,226422,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
79,"No Sleep","Benjamin Ingrosso",222975,https://open.spotify.com/track/0H4z0osfuMo6NUxVtrHIOs
80,Happiness,"Benjamin Ingrosso",222466,https://open.spotify.com/track/5iJXwAmUyx6OJSn6Z7ciT7
81,breathin,"Ariana Grande",222329,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
82,IMPRINT,"FELIX SANDMAN",220360,https://open.spotify.com/track/10UXRzj0jS58wxFR0qVm3r
83,Flames,"David Guetta",220200,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
84,"Dance You Off","Benjamin Ingrosso",218991,https://open.spotify.com/track/0s3P5PImfDZYWIseR3b39D
85,Natural,"Imagine Dragons",215268,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
86,"Love Songs","Benjamin Ingrosso",214947,https://open.spotify.com/track/6RA3zf6iALH5723ZnPC9AL
87,"Good Intentions","Benjamin Ingrosso",211489,https://open.spotify.com/track/21XxKX4LjYuuoV08GPA84y
88,Större,"Molly Sandén",209669,https://open.spotify.com/track/05kHxnnHprpntLT6mHT78m
89,"If This Bed Could Talk","Benjamin Ingrosso",207943,https://open.spotify.com/track/2vPkuXOuCkQAf1giCa6EDi
90,"Ocean (feat. Khalid)","Martin Garrix",207456,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
91,"Ingen som jag - Recorded at Spotify Studios Stockholm","Molly Sandén",205114,https://open.spotify.com/track/1B74XlQ7AIxiqZhW6yonuq
92,"Jackie Chan",Tiësto,203984,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
93,"Creep On Me",GASHI,200369,https://open.spotify.com/track/1MUL6DO2gVimj2YrVedubd
94,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",196511,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
95,"No Brainer","DJ Khaled",195199,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
