,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Auf wiedersehen",Hov1,1480135,https://open.spotify.com/track/4e6AWQ9t5i39iQvrObhLES
2,"In My Mind",Dynoro,1291385,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
3,"In My Feelings",Drake,958334,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
4,"Still - Recorded at Spotify Studios Stockholm",Hov1,901425,https://open.spotify.com/track/5CjIVxNTlIA1OuIAk7juR1
5,"Lucid Dreams","Juice WRLD",832667,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"Promises (with Sam Smith)","Calvin Harris",804692,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
7,"Mer för varandra","Norlie & KKV",779208,https://open.spotify.com/track/5GC6b6Ukc7PfwG8VfYO3ar
8,"Taste (feat. Offset)",Tyga,725761,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
9,"Be Alright","Dean Lewis",717851,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
10,"Eastside (with Halsey & Khalid)","benny blanco",710163,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
11,"No Brainer","DJ Khaled",705611,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
12,"High With Somebody","Sandro Cavazza",692812,https://open.spotify.com/track/6IhosQhN1ayHO4XP72XFXy
13,"Solo (feat. Demi Lovato)","Clean Bandit",688101,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
14,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,681531,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
15,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",654626,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
16,Positiv,Z.E,616423,https://open.spotify.com/track/1KrOTm6E95kLrOsbwutlFe
17,"Born To Be Yours",Kygo,588024,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
18,Darkside,"Alan Walker",587815,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
19,"Hon dansar vidare i livet",Hov1,583805,https://open.spotify.com/track/0DsMfCqOclDOvEeExl6zNY
20,"Girls Like You (feat. Cardi B)","Maroon 5",550179,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
21,breathin,"Ariana Grande",537785,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
22,Happier,Marshmello,521906,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
23,Rise,"Jonas Blue",520280,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
24,"Dancing in the Moonlight (feat. NEIMY)",Jubël,511711,https://open.spotify.com/track/5ow0sNF1zSqp71Ix5jEXWU
25,"Aqua Aura",Fricky,507467,https://open.spotify.com/track/468ooECb1oRgt4gGfLeAoH
26,"God is a woman","Ariana Grande",504098,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
27,"Ignite (feat. SEUNGRI)",K-391,483748,https://open.spotify.com/track/0UMLejbZXf7YVgnfxURvVr
28,SAD!,XXXTENTACION,477907,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
29,"Without You (feat. Sandro Cavazza)",Avicii,472491,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
30,"Better Now","Post Malone",464355,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
